0,1,2,3,4,5,6,7,8,labels
-325.5689777888184,-7.052402213180394,-2.844380768884058,0.19794072503690624,-1.2458910876298264,-1.480921210845903,-0.04202453567187537,0.32302921122824474,0.2822492517775486,0
14.290080110430067,-16.36358875675151,-6.8938949071950075,-3.405688369108428,-0.9082963966397855,-4.1329624555475855,1.1084480147347004,-1.7116701357194235,-0.33442042083778417,0
-415.5487738322765,-4.861528097275432,-1.9354937753819432,1.0614970442803613,-2.483997826305036,-3.4636410881027895,6.754652142236243,-0.5983844359785835,-0.27569730359004785,0
-315.57646630437375,-7.3356393679425045,-2.970182566479665,0.08704688462412534,-1.2950602113547236,-1.660078270265747,-0.08072071522224257,0.2982203992211595,0.43179224542635797,0
-425.40617739926057,-4.058879837776265,-1.415827455619613,1.6990377910993208,1.2637935661294195,3.722286010352572,2.1205917183890644,1.838928498146366,2.974898393031392,0
-395.53149316824533,-5.366021359971273,-2.090950526240719,0.9622377347974357,-2.0638286227523746,-3.0767037559061876,7.96844220332785,1.3028951972235403,-0.8965622285597872,0
-125.63012609626861,-12.497806095617456,-5.207107047567502,-1.8823703693944924,-0.6873726911692297,-2.478386526504305,1.7992830004219977,-1.52015207571933,-0.3510433214339798,0
1173.9287673346587,-47.64074987476124,-20.230162005391957,-15.067495546570116,3.576038158221954,-6.9383938178059905,-0.4977460531843689,-1.3781446276101583,1.267567695951499,0
-425.5290287637081,-4.178430673226863,-1.6439490049446885,1.152440127571567,-0.9278635310451615,0.505016580685941,-4.371584412929282,-1.3335288639269849,-0.5924885199065555,0
64.45029067966267,-17.218485797638373,-7.095985751316679,-3.357435289603798,3.2393514532936476,2.805211601750823,1.6426408572726943,-1.7595355513126936,1.4607165859418658,0
7.2496522475697525,76.83806839413995,36.06176616666699,-10.17203401202775,-1.2290068425838048,-9.053073144619384,-0.9153870964818239,-0.19646674961196386,0.26162212213424835,1
-425.5202931122118,-4.306321019574983,-1.6753034476091557,1.2105534206063913,-1.235602659335245,-0.5165939765680868,0.3123890372583158,-0.5917250884667627,-0.5232521128327676,0
-425.39914889826247,-4.01366222774075,-1.4671672240131044,1.53193296102874,1.2792196849753628,3.8469453191461054,2.5521022610620108,-1.827064316377539,-0.32178576948975907,0
-395.56306620622223,-5.121442297739786,-2.034691700461193,0.858431973679033,-1.5040040427832575,-1.011473330859497,-2.95063120759551,0.3805072252423055,0.5541250074110032,0
-95.41310987609216,-12.538498444090198,-5.010626908744343,-1.5529225464364549,4.8606369629134285,7.470331036681858,-0.944813314714494,-1.2024360340760105,-0.8162496751474112,0
-415.61404622055346,-4.602146333060074,-1.869635750399232,0.854790114289179,-2.5343192727935175,-2.269964992928874,-7.117400943960928,0.10141737107712967,-0.5183834586981642,0
-295.5833441784807,-7.904858066754404,-3.2236289866183667,-0.12054863762715232,-1.350997739406849,-2.0156791140821513,0.8059880082253675,-0.20485818703271416,0.6514676580162926,0
-425.426783518445,-3.9800759899613416,-1.4181989715367032,1.5522141088597228,1.1137544676732418,3.829322500107517,-1.5434808124207622,1.0486176386129933,0.8808589335244722,0
